 Antal dgr;Tabellnr;Inkomst fr.o.m.;Inkomst t.o.m.;Kolumn 1;Kolumn 2;Kolumn 3;Kolumn 4;Kolumn 5;Kolumn 6
30B;29;79601;79800;31713;31888;30282;30282;32729;32729
30B;29;79801;80000;31827;31996;30396;30396;32837;32837
30%;29;80001;82000;40;40;38;38;41;41
30%;29;82001;82800;40;40;39;39;41;41
30%;29;82801;83400;40;41;39;39;42;42
30%;29;83401;86800;41;41;39;39;42;42
30%;29;86801;88800;41;41;40;40;42;42
30%;29;88801;89600;42;41;40;40;42;42
30%;29;89601;90000;42;42;40;40;42;42
30%;29;90001;92000;42;42;40;40;43;43
30%;29;92001;94800;42;42;41;41;43;43
30%;29;94801;97400;43;42;41;41;43;43
30%;29;97401;98000;43;43;41;41;43;43
30%;29;98001;98600;43;43;42;42;43;43
30%;29;98601;102000;43;43;42;42;44;44
30%;29;102001;104800;44;43;42;42;44;44
30%;29;104801;106600;44;43;43;43;44;44
30%;29;106601;109000;44;44;43;43;44;44
30%;29;109001;110000;44;44;43;43;45;45
30%;29;110001;112600;45;44;43;43;45;45
30%;29;112601;117800;45;44;44;44;45;45
30%;29;117801;121600;45;45;44;44;45;45
30%;29;121601;121800;45;45;45;45;45;45
30%;29;121801;131800;46;45;45;45;46;46
30%;29;131801;132200;46;46;45;45;46;46
30%;29;132201;138000;46;46;46;46;46;46
30%;29;138001;149200;47;46;46;46;47;47
30%;29;149201;159400;47;47;47;47;47;47
30%;29;159401;172200;48;47;47;47;48;48
30%;29;172201;188400;48;48;48;48;48;48
30%;29;188401;203600;49;48;48;48;49;49
30%;29;203601;230200;49;49;49;49;49;49
30%;29;230201;248800;50;49;49;49;50;50
30%;29;248801;296000;50;50;50;50;50;50
30%;29;296001;320000;51;50;50;50;51;51
30%;29;320001;414400;51;51;51;51;51;51
30%;29;414401;448000;52;51;51;51;52;52
30%;29;448001;690800;52;52;52;52;52;52
30%;29;690801;746800;53;52;52;52;53;53
30%;29;746801;2072400;53;53;53;53;53;53
30%;29;2072401;2240600;54;53;53;53;54;54
30%;29;2240601;;54;54;54;54;54;54
30B;30;1;1500;0;0;0;0;0;0
30B;30;1501;1600;108;0;108;0;108;10
30B;30;1601;1700;118;0;116;0;118;40
30B;30;1701;1800;127;0;125;0;127;70
30B;30;1801;1900;137;0;133;0;137;100
30B;30;1901;2000;146;0;141;0;146;130
30B;30;2001;2100;156;0;150;0;160;160
30B;30;2101;2200;157;0;150;0;190;190
30B;30;2201;2300;167;0;158;0;220;220
30B;30;2301;2400;176;0;166;0;250;250
30B;30;2401;2500;186;0;175;0;280;280
30B;30;2501;2600;195;0;183;0;310;310
30B;30;2601;2700;205;0;191;0;340;340
30B;30;2701;2800;214;0;200;0;370;370
30B;30;2801;2900;216;0;200;0;400;400
30B;30;2901;3000;225;0;208;0;430;430
30B;30;3001;3100;235;0;216;0;460;460
30B;30;3101;3200;244;0;225;0;490;490
30B;30;3201;3300;254;0;233;0;520;520
30B;30;3301;3400;263;0;241;0;550;550
30B;30;3401;3500;264;0;241;0;580;580
30B;30;3501;3600;274;0;250;0;610;610
30B;30;3601;3700;283;0;258;0;637;637
30B;30;3701;3800;293;0;266;0;662;662
30B;30;3801;3900;302;0;275;0;685;685
30B;30;3901;4000;311;0;283;0;710;710
30B;30;4001;4100;312;0;283;0;732;732
30B;30;4101;4200;322;22;292;0;757;757
30B;30;4201;4300;331;45;301;1;782;782
30B;30;4301;4400;340;67;311;2;805;805
30B;30;4401;4500;349;90;320;3;830;830
30B;30;4501;4600;359;112;329;4;852;852
30B;30;4601;4700;360;135;330;5;877;877
30B;30;4701;4800;369;157;339;6;902;902
30B;30;4801;4900;378;180;348;7;925;925
30B;30;4901;5000;388;202;358;8;950;950
30B;30;5001;5100;397;225;367;9;972;972
30B;30;5101;5200;406;247;376;9;997;997
30B;30;5201;5300;415;270;385;10;1022;1022
30B;30;5301;5400;434;292;386;11;1045;1045
30B;30;5401;5500;454;315;395;12;1070;1070
30B;30;5501;5600;474;337;405;13;1092;1092
30B;30;5601;5700;495;360;414;14;1117;1117
30B;30;5701;5800;515;382;423;15;1142;1142
30B;30;5801;5900;535;405;432;16;1165;1165
30B;30;5901;6000;555;427;433;17;1190;1190
30B;30;6001;6100;575;450;443;18;1212;1212
30B;30;6101;6200;596;472;452;18;1237;1237
30B;30;6201;6300;616;495;461;19;1262;1262
30B;30;6301;6400;636;517;470;20;1285;1285
30B;30;6401;6500;656;540;479;21;1310;1310
30B;30;6501;6600;676;562;480;22;1332;1332
30B;30;6601;6700;697;585;490;23;1357;1357
30B;30;6701;6800;717;607;499;24;1382;1382
30B;30;6801;6900;737;630;508;25;1405;1405
30B;30;6901;7000;757;652;517;26;1430;1430
30B;30;7001;7100;777;675;527;27;1452;1452
30B;30;7101;7200;798;697;527;27;1477;1477
30B;30;7201;7300;818;720;537;28;1502;1502
30B;30;7301;7400;838;742;546;29;1525;1525
30B;30;7401;7500;858;765;555;30;1550;1550
30B;30;7501;7600;878;787;564;31;1572;1572
30B;30;7601;7700;899;810;574;32;1597;1597
30B;30;7701;7800;919;832;583;33;1622;1622
30B;30;7801;7900;939;855;584;34;1645;1645
30B;30;7901;8000;959;877;593;35;1670;1670
30B;30;8001;8100;979;900;602;36;1692;1692
30B;30;8101;8200;1000;922;611;36;1717;1717
30B;30;8201;8300;1020;945;621;37;1742;1742
30B;30;8301;8400;1040;967;630;38;1765;1765
30B;30;8401;8500;1060;990;631;39;1790;1790
30B;30;8501;8600;1080;1012;640;40;1812;1812
30B;30;8601;8700;1101;1035;649;41;1837;1837
30B;30;8701;8800;1121;1057;659;42;1862;1862
30B;30;8801;8900;1141;1080;668;43;1885;1885
30B;30;8901;9000;1161;1102;677;44;1910;1910
30B;30;9001;9100;1181;1125;678;45;1932;1932
30B;30;9101;9200;1202;1147;687;45;1957;1957
30B;30;9201;9300;1222;1170;696;46;1982;1982
30B;30;9301;9400;1242;1192;706;47;2005;2005
30B;30;9401;9500;1262;1215;715;48;2030;2030
30B;30;9501;9600;1282;1237;724;49;2052;2052
30B;30;9601;9700;1303;1260;725;50;2077;2077
30B;30;9701;9800;1323;1282;734;51;2102;2102
30B;30;9801;9900;1343;1305;743;52;2125;2125
30B;30;9901;10000;1363;1327;753;53;2150;2150
30B;30;10001;10100;1383;1355;762;54;2175;2175
30B;30;10101;10200;1404;1385;772;55;2205;2205
30B;30;10201;10300;1424;1415;781;56;2235;2235
30B;30;10301;10400;1445;1445;782;57;2265;2265
30B;30;10401;10500;1465;1475;792;59;2295;2295
30B;30;10501;10600;1486;1505;801;60;2325;2325
30B;30;10601;10700;1506;1535;811;61;2355;2355
30B;30;10701;10800;1526;1565;820;62;2385;2385
30B;30;10801;10900;1550;1595;830;63;2415;2415
30B;30;10901;11000;1577;1625;831;65;2445;2445
30B;30;11001;11100;1603;1655;841;66;2475;2475
30B;30;11101;11200;1630;1685;850;67;2505;2505
30B;30;11201;11300;1657;1715;860;68;2535;2535
30B;30;11301;11400;1684;1745;869;69;2565;2565
30B;30;11401;11500;1711;1775;879;71;2597;2597
30B;30;11501;11600;1738;1805;880;72;2630;2630
30B;30;11601;11700;1765;1835;890;73;2662;2662
30B;30;11701;11800;1791;1865;899;74;2695;2695
30B;30;11801;11900;1818;1895;909;75;2727;2727
30B;30;11901;12000;1845;1925;918;77;2762;2762
30B;30;12001;12100;1872;1955;928;100;2795;2795
30B;30;12101;12200;1899;1985;929;125;2827;2827
30B;30;12201;12300;1926;2015;938;150;2860;2860
30B;30;12301;12400;1953;2045;948;175;2892;2892
30B;30;12401;12500;1980;2075;958;200;2927;2927
30B;30;12501;12600;2007;2105;967;225;2960;2960
30B;30;12601;12700;2034;2135;977;250;2992;2992
30B;30;12701;12800;2061;2165;986;275;3025;3025
30B;30;12801;12900;2088;2195;987;300;3057;3057
30B;30;12901;13000;2115;2225;997;325;3092;3092
30B;30;13001;13100;2141;2255;1006;350;3125;3125
30B;30;13101;13200;2168;2285;1016;375;3157;3157
30B;30;13201;13300;2195;2315;1025;400;3190;3190
30B;30;13301;13400;2222;2345;1035;425;3222;3222
30B;30;13401;13500;2249;2375;1036;450;3257;3257
30B;30;13501;13600;2276;2405;1046;475;3290;3290
30B;30;13601;13700;2303;2435;1055;500;3322;3322
30B;30;13701;13800;2330;2465;1065;525;3355;3355
30B;30;13801;13900;2357;2495;1074;550;3387;3387
30B;30;13901;14000;2384;2527;1084;577;3422;3422
30B;30;14001;14100;2411;2560;1085;605;3455;3455
30B;30;14101;14200;2438;2595;1095;635;3487;3487
30B;30;14201;14300;2464;2627;1105;662;3520;3520
30B;30;14301;14400;2491;2660;1114;690;3552;3552
30B;30;14401;14500;2518;2692;1124;717;3587;3587
30B;30;14501;14600;2545;2725;1134;745;3620;3620
30B;30;14601;14700;2572;2760;1135;775;3652;3652
30B;30;14701;14800;2599;2792;1145;802;3685;3685
30B;30;14801;14900;2626;2825;1154;830;3717;3717
30B;30;14901;15000;2653;2857;1164;857;3752;3752
30B;30;15001;15100;2680;2890;1173;885;3785;3785
30B;30;15101;15200;2707;2925;1183;915;3817;3817
30B;30;15201;15300;2734;2957;1193;942;3850;3850
30B;30;15301;15400;2761;2990;1194;970;3882;3882
30B;30;15401;15500;2788;3022;1204;997;3917;3917
30B;30;15501;15600;2815;3055;1213;1025;3950;3950
30B;30;15601;15700;2841;3090;1223;1055;3982;3982
30B;30;15701;15800;2868;3122;1233;1082;4015;4015
30B;30;15801;15900;2895;3155;1242;1110;4047;4047
30B;30;15901;16000;2922;3187;1244;1137;4082;4082
30B;30;16001;16100;2949;3220;1253;1165;4115;4115
30B;30;16101;16200;2976;3255;1263;1195;4147;4147
30B;30;16201;16300;3003;3287;1273;1222;4180;4180
30B;30;16301;16400;3030;3320;1282;1250;4212;4212
30B;30;16401;16500;3057;3352;1292;1277;4247;4247
30B;30;16501;16600;3084;3385;1305;1305;4280;4280
30B;30;16601;16700;3111;3420;1335;1335;4312;4312
30B;30;16701;16800;3138;3452;1362;1362;4345;4345
30B;30;16801;16900;3164;3485;1390;1390;4377;4377
30B;30;16901;17000;3191;3517;1417;1417;4412;4412
30B;30;17001;17100;3218;3550;1445;1445;4445;4445
30B;30;17101;17200;3245;3585;1475;1475;4477;4477
30B;30;17201;17300;3272;3617;1502;1502;4510;4510
30B;30;17301;17400;3299;3650;1530;1530;4542;4542
30B;30;17401;17500;3326;3682;1557;1557;4577;4577
30B;30;17501;17600;3353;3715;1585;1585;4610;4610
30B;30;17601;17700;3380;3750;1615;1615;4642;4642
30B;30;17701;17800;3407;3782;1642;1642;4675;4675
30B;30;17801;17900;3434;3815;1670;1670;4707;4707
30B;30;17901;18000;3461;3847;1697;1697;4742;4742
30B;30;18001;18100;3488;3880;1725;1725;4775;4775
30B;30;18101;18200;3515;3915;1755;1755;4807;4807
30B;30;18201;18300;3541;3947;1782;1782;4840;4840
30B;30;18301;18400;3568;3980;1810;1810;4872;4872
30B;30;18401;18500;3595;4012;1837;1837;4907;4907
30B;30;18501;18600;3622;4045;1865;1865;4940;4940
30B;30;18601;18700;3649;4080;1895;1895;4972;4972
30B;30;18701;18800;3676;4112;1922;1922;5005;5005
30B;30;18801;18900;3703;4145;1950;1950;5037;5037
30B;30;18901;19000;3730;4177;1977;1977;5072;5072
30B;30;19001;19100;3757;4210;2005;2005;5105;5105
30B;30;19101;19200;3784;4245;2035;2035;5137;5137
30B;30;19201;19300;3811;4277;2062;2062;5170;5170
30B;30;19301;19400;3838;4310;2090;2090;5202;5202
30B;30;19401;19500;3865;4342;2117;2117;5237;5237
30B;30;19501;19600;3891;4375;2145;2145;5270;5270
30B;30;19601;19700;3918;4410;2175;2175;5302;5302
30B;30;19701;19800;3945;4442;2202;2202;5335;5335
30B;30;19801;19900;3972;4475;2230;2230;5367;5367
30B;30;19901;20000;3999;4507;2257;2257;5402;5402
30B;30;20001;20200;4053;4572;2312;2312;5467;5467
30B;30;20201;20400;4107;4637;2367;2367;5532;5532
30B;30;20401;20600;4161;4705;2425;2425;5600;5600
30B;30;20601;20800;4215;4770;2480;2480;5665;5665
30B;30;20801;21000;4268;4835;2535;2535;5732;5732
30B;30;21001;21200;4322;4900;2590;2590;5797;5797
30B;30;21201;21400;4376;4965;2645;2645;5862;5862
30B;30;21401;21600;4430;5030;2700;2700;5930;5930
30B;30;21601;21800;4484;5095;2755;2755;5995;5995
30B;30;21801;22000;4538;5162;2812;2812;6062;6062
30B;30;22001;22200;4591;5227;2867;2867;6127;6127
30B;30;22201;22400;4645;5292;2922;2922;6192;6192
30B;30;22401;22600;4699;5357;2977;2977;6260;6260
30B;30;22601;22800;4753;5422;3032;3032;6325;6325
30B;30;22801;23000;4807;5487;3087;3087;6392;6392
30B;30;23001;23200;4861;5555;3145;3145;6457;6457
30B;30;23201;23400;4914;5620;3200;3200;6522;6522
30B;30;23401;23600;4968;5685;3255;3255;6590;6590
30B;30;23601;23800;5022;5750;3310;3310;6655;6655
30B;30;23801;24000;5076;5815;3365;3365;6722;6722
30B;30;24001;24200;5130;5880;3420;3420;6787;6787
30B;30;24201;24400;5184;5947;3477;3477;6852;6852
30B;30;24401;24600;5238;6012;3532;3532;6920;6920
30B;30;24601;24800;5291;6077;3587;3587;6985;6985
30B;30;24801;25000;5345;6142;3642;3642;7052;7052
30B;30;25001;25200;5399;6207;3707;3707;7117;7117
30B;30;25201;25400;5453;6272;3772;3772;7182;7182
30B;30;25401;25600;5507;6340;3840;3840;7250;7250
30B;30;25601;25800;5561;6405;3905;3905;7315;7315
30B;30;25801;26000;5615;6470;3970;3970;7382;7382
30B;30;26001;26200;5668;6535;4035;4035;7447;7447
30B;30;26201;26400;5722;6600;4100;4100;7512;7512
30B;30;26401;26600;5776;6665;4165;4165;7580;7580
30B;30;26601;26800;5830;6730;4230;4230;7645;7645
30B;30;26801;27000;5884;6797;4297;4297;7712;7712
30B;30;27001;27200;5938;6862;4362;4362;7777;7777
30B;30;27201;27400;5991;6927;4427;4427;7842;7842
30B;30;27401;27600;6045;6992;4492;4492;7910;7910
30B;30;27601;27800;6099;7057;4557;4557;7975;7975
30B;30;27801;28000;6153;7122;4622;4622;8042;8042
30B;30;28001;28200;6207;7190;4690;4690;8107;8107
30B;30;28201;28400;6261;7255;4755;4755;8172;8172
30B;30;28401;28600;6315;7320;4820;4820;8240;8240
30B;30;28601;28800;6368;7385;4885;4885;8305;8305
30B;30;28801;29000;6422;7450;4950;4950;8372;8372
30B;30;29001;29200;6476;7515;5015;5015;8435;8435
30B;30;29201;29400;6530;7582;5082;5082;8495;8495
30B;30;29401;29600;6583;7647;5147;5147;8555;8555
30B;30;29601;29800;6637;7712;5212;5212;8615;8615
30B;30;29801;30000;6695;7777;5277;5277;8675;8675
30B;30;30001;30200;6755;7842;5342;5342;8735;8735
30B;30;30201;30400;6815;7907;5407;5407;8795;8795
30B;30;30401;30600;6875;7975;5475;5475;8855;8855
30B;30;30601;30800;6935;8040;5540;5540;8915;8915
30B;30;30801;31000;6995;8105;5605;5605;8975;8975
30B;30;31001;31200;7055;8170;5670;5670;9035;9035
30B;30;31201;31400;7115;8235;5735;5735;9095;9095
30B;30;31401;31600;7175;8300;5800;5800;9155;9155
30B;30;31601;31800;7235;8365;5865;5865;9215;9215
30B;30;31801;32000;7295;8432;5932;5932;9275;9275
30B;30;32001;32200;7355;8497;5997;5997;9335;9335
30B;30;32201;32400;7415;8562;6062;6062;9395;9395
30B;30;32401;32600;7475;8627;6127;6127;9455;9455
30B;30;32601;32800;7535;8692;6192;6192;9515;9515
30B;30;32801;33000;7595;8757;6257;6257;9575;9575
30B;30;33001;33200;7655;8825;6325;6325;9635;9635
30B;30;33201;33400;7715;8890;6390;6390;9695;9695
30B;30;33401;33600;7775;8955;6455;6455;9755;9755
30B;30;33601;33800;7835;9020;6520;6520;9815;9815
30B;30;33801;34000;7895;9085;6585;6585;9875;9875
30B;30;34001;34200;7955;9150;6650;6650;9935;9935
30B;30;34201;34400;8015;9217;6717;6717;9995;9995
30B;30;34401;34600;8075;9282;6782;6782;10055;10055
30B;30;34601;34800;8135;9347;6847;6847;10115;10115
30B;30;34801;35000;8195;9412;6912;6912;10175;10175
30B;30;35001;35200;8255;9477;6977;6977;10235;10235
30B;30;35201;35400;8315;9542;7042;7042;10295;10295
30B;30;35401;35600;8375;9610;7110;7110;10355;10355
30B;30;35601;35800;8435;9675;7175;7175;10415;10415
30B;30;35801;36000;8495;9740;7240;7240;10475;10475
30B;30;36001;36200;8555;9805;7305;7305;10535;10535
30B;30;36201;36400;8615;9870;7370;7370;10595;10595
30B;30;36401;36600;8675;9935;7435;7435;10655;10655
30B;30;36601;36800;8735;10000;7500;7500;10715;10715
30B;30;36801;37000;8809;10067;7567;7567;10788;10788
30B;30;37001;37200;8909;10132;7632;7632;10888;10888
30B;30;37201;37400;9009;10197;7697;7697;10988;10988
30B;30;37401;37600;9109;10262;7762;7762;11088;11088
30B;30;37601;37800;9209;10327;7827;7827;11188;11188
30B;30;37801;38000;9309;10392;7892;7892;11288;11288
30B;30;38001;38200;9409;10460;7960;7960;11388;11388
30B;30;38201;38400;9509;10525;8025;8025;11488;11488
30B;30;38401;38600;9609;10590;8090;8090;11588;11588
30B;30;38601;38800;9709;10655;8155;8155;11688;11688
30B;30;38801;39000;9809;10720;8220;8220;11788;11788
30B;30;39001;39200;9909;10805;8305;8305;11888;11888
30B;30;39201;39400;10009;10917;8417;8417;11988;11988
30B;30;39401;39600;10109;11025;8525;8525;12088;12088
30B;30;39601;39800;10209;11134;8634;8634;12188;12188
30B;30;39801;40000;10309;11242;8742;8742;12288;12288
30B;30;40001;40200;10409;11350;8850;8850;12388;12388
30B;30;40201;40400;10509;11459;8959;8959;12488;12488
30B;30;40401;40600;10609;11571;9071;9071;12588;12588
30B;30;40601;40800;10709;11680;9180;9180;12688;12688
30B;30;40801;41000;10809;11788;9288;9288;12788;12788
30B;30;41001;41200;10909;11896;9396;9396;12888;12888
30B;30;41201;41400;11009;12005;9505;9505;12988;12988
30B;30;41401;41600;11109;12113;9613;9613;13088;13088
30B;30;41601;41800;11209;12221;9721;9721;13188;13188
30B;30;41801;42000;11309;12334;9834;9834;13288;13288
30B;30;42001;42200;11409;12442;9942;9942;13388;13388
30B;30;42201;42400;11509;12550;10050;10050;13488;13488
30B;30;42401;42600;11609;12659;10159;10159;13588;13588
30B;30;42601;42800;11709;12767;10267;10267;13688;13688
30B;30;42801;43000;11809;12875;10375;10375;13788;13788
30B;30;43001;43200;11909;12988;10488;10488;13888;13888
30B;30;43201;43400;12009;13096;10596;10596;13988;13988
30B;30;43401;43600;12109;13205;10705;10705;14088;14088
30B;30;43601;43800;12209;13313;10813;10813;14188;14188
30B;30;43801;44000;12309;13421;10921;10921;14288;14288
30B;30;44001;44200;12409;13530;11030;11030;14388;14388
30B;30;44201;44400;12509;13642;11142;11142;14488;14488
30B;30;44401;44600;12609;13750;11250;11250;14588;14588
30B;30;44601;44800;12709;13859;11359;11359;14688;14688
30B;30;44801;45000;12809;13967;11467;11467;14788;14788
30B;30;45001;45200;12909;14075;11575;11575;14888;14888
30B;30;45201;45400;13009;14184;11684;11684;14988;14988
30B;30;45401;45600;13109;14296;11796;11796;15088;15088
30B;30;45601;45800;13209;14405;11905;11905;15188;15188
30B;30;45801;46000;13309;14509;12009;12009;15288;15288
30B;30;46001;46200;13409;14609;12109;12109;15388;15388
30B;30;46201;46400;13509;14709;12209;12209;15488;15488
30B;30;46401;46600;13609;14809;12309;12309;15588;15588
30B;30;46601;46800;13709;14909;12409;12409;15688;15688
30B;30;46801;47000;13809;15009;12509;12509;15788;15788
30B;30;47001;47200;13909;15109;12609;12609;15888;15888
30B;30;47201;47400;14009;15209;12709;12709;15988;15988
30B;30;47401;47600;14109;15309;12809;12809;16088;16088
30B;30;47601;47800;14209;15409;12909;12909;16188;16188
30B;30;47801;48000;14309;15509;13009;13009;16288;16288
30B;30;48001;48200;14409;15609;13109;13109;16388;16388
30B;30;48201;48400;14509;15709;13209;13209;16488;16488
30B;30;48401;48600;14609;15809;13309;13309;16588;16588
30B;30;48601;48800;14709;15909;13409;13409;16688;16688
30B;30;48801;49000;14809;16009;13509;13509;16788;16788
30B;30;49001;49200;14909;16109;13609;13609;16888;16888
30B;30;49201;49400;15009;16209;13709;13709;16988;16988
30B;30;49401;49600;15109;16309;13809;13809;17088;17088
30B;30;49601;49800;15209;16409;13909;13909;17188;17188
30B;30;49801;50000;15309;16509;14009;14009;17288;17288
30B;30;50001;50200;15415;16609;14115;14115;17388;17388
30B;30;50201;50400;15521;16709;14221;14221;17488;17488
30B;30;50401;50600;15627;16809;14327;14327;17588;17588
30B;30;50601;50800;15733;16909;14433;14433;17688;17688
30B;30;50801;51000;15839;17009;14539;14539;17788;17788
30B;30;51001;51200;15945;17109;14645;14645;17888;17888
30B;30;51201;51400;16051;17209;14751;14751;17988;17988
30B;30;51401;51600;16157;17309;14857;14857;18088;18088
30B;30;51601;51800;16263;17409;14963;14963;18188;18188
30B;30;51801;52000;16369;17509;15069;15069;18288;18288
30B;30;52001;52200;16475;17609;15175;15175;18388;18388
30B;30;52201;52400;16581;17709;15281;15281;18488;18488
30B;30;52401;52600;16687;17809;15387;15387;18588;18588
30B;30;52601;52800;16793;17909;15493;15493;18688;18688
30B;30;52801;53000;16899;18009;15599;15599;18788;18788
30B;30;53001;53200;17005;18109;15705;15705;18888;18888
30B;30;53201;53400;17119;18209;15811;15811;18996;18996
30B;30;53401;53600;17235;18309;15917;15917;19106;19106
30B;30;53601;53800;17351;18409;16023;16023;19216;19216
30B;30;53801;54000;17467;18509;16129;16129;19326;19326
30B;30;54001;54200;17583;18609;16235;16235;19436;19436
30B;30;54201;54400;17699;18709;16341;16341;19546;19546
30B;30;54401;54600;17815;18809;16447;16447;19656;19656
30B;30;54601;54800;17931;18909;16553;16553;19766;19766
30B;30;54801;55000;18047;19019;16669;16669;19876;19876
30B;30;55001;55200;18163;19129;16785;16785;19986;19986
30B;30;55201;55400;18279;19239;16901;16901;20096;20096
30B;30;55401;55600;18395;19349;17017;17017;20206;20206
30B;30;55601;55800;18511;19459;17133;17133;20316;20316
30B;30;55801;56000;18627;19569;17249;17249;20426;20426
30B;30;56001;56200;18743;19679;17365;17365;20536;20536
30B;30;56201;56400;18859;19789;17481;17481;20646;20646
30B;30;56401;56600;18975;19899;17597;17597;20756;20756
30B;30;56601;56800;19091;20009;17713;17713;20866;20866
30B;30;56801;57000;19207;20119;17829;17829;20976;20976
30B;30;57001;57200;19323;20229;17945;17945;21086;21086
30B;30;57201;57400;19439;20339;18061;18061;21196;21196
30B;30;57401;57600;19555;20449;18177;18177;21306;21306
30B;30;57601;57800;19671;20559;18293;18293;21416;21416
30B;30;57801;58000;19787;20669;18409;18409;21526;21526
30B;30;58001;58200;19903;20779;18525;18525;21636;21636
30B;30;58201;58400;20019;20889;18641;18641;21746;21746
30B;30;58401;58600;20135;20999;18757;18757;21856;21856
30B;30;58601;58800;20251;21109;18873;18873;21966;21966
30B;30;58801;59000;20367;21219;18989;18989;22076;22076
30B;30;59001;59200;20483;21329;19105;19105;22186;22186
30B;30;59201;59400;20599;21439;19221;19221;22296;22296
30B;30;59401;59600;20715;21549;19337;19337;22406;22406
30B;30;59601;59800;20831;21659;19453;19453;22516;22516
30B;30;59801;60000;20947;21769;19569;19569;22626;22626
30B;30;60001;60200;21063;21879;19685;19685;22736;22736
30B;30;60201;60400;21179;21989;19801;19801;22846;22846
30B;30;60401;60600;21295;22099;19917;19917;22956;22956
30B;30;60601;60800;21411;22209;20033;20033;23066;23066
30B;30;60801;61000;21527;22319;20149;20149;23176;23176
30B;30;61001;61200;21643;22429;20265;20265;23286;23286
30B;30;61201;61400;21759;22539;20381;20381;23396;23396
30B;30;61401;61600;21875;22649;20497;20497;23506;23506
30B;30;61601;61800;21991;22759;20613;20613;23616;23616
